,0,1,2,3,4,5,6,7
19350,000818.png,1242,375,Car,543.69,164.21,572.90,193.67
19351,000818.png,1242,375,DontCare,584.56,161.48,596.06,171.94
19352,005219.png,1242,375,Car,555.81,186.67,577.51,203.78
19353,005219.png,1242,375,Van,592.58,180.11,617.80,205.32
19354,005383.png,1242,375,Car,584.55,181.00,641.15,227.10
19355,005383.png,1242,375,Car,190.50,177.65,390.85,294.74
19356,005383.png,1242,375,Car,284.79,178.13,458.16,264.53
19357,005383.png,1242,375,Car,389.11,177.88,515.50,228.63
19358,005383.png,1242,375,Car,454.15,176.99,537.23,210.63
19359,005383.png,1242,375,Van,470.96,156.74,563.50,205.96
19360,005383.png,1242,375,Car,999.24,202.48,1241.00,374.00
19361,005383.png,1242,375,Car,813.78,163.49,1110.79,337.84
19362,005383.png,1242,375,Pedestrian,715.00,173.24,737.67,227.03
19363,005383.png,1242,375,Car,847.66,170.02,1011.34,232.50
19364,005383.png,1242,375,Car,591.04,176.52,625.98,208.40
19365,005383.png,1242,375,Car,0.00,178.18,147.94,293.85
19366,005383.png,1242,375,Car,110.76,178.83,277.77,257.69
19367,005383.png,1242,375,Van,996.86,147.81,1241.00,240.22
19368,005383.png,1242,375,Car,236.42,170.89,320.17,210.31
19369,005383.png,1242,375,Truck,405.19,156.84,457.83,195.72
19370,007034.png,1242,375,Car,161.43,220.39,409.56,368.42
19371,007034.png,1242,375,Car,357.43,185.03,482.16,276.19
19372,007034.png,1242,375,Truck,502.00,148.12,566.18,215.28
19373,007034.png,1242,375,Car,612.68,181.34,652.57,217.81
19374,007034.png,1242,375,Pedestrian,603.49,175.42,615.83,214.85
19375,004146.png,1242,375,Car,562.64,188.23,700.00,276.03
19376,004146.png,1242,375,Car,709.32,186.28,824.88,270.20
19377,004146.png,1242,375,Car,337.57,191.81,697.73,374.00
19378,004146.png,1242,375,Car,654.03,186.02,752.24,245.19
19379,004146.png,1242,375,Car,728.63,184.76,785.70,224.94
19380,004146.png,1242,375,Van,801.61,162.40,837.48,202.89
19381,004146.png,1242,375,Car,786.38,181.06,820.17,208.71
19382,004146.png,1242,375,DontCare,832.51,173.42,864.50,194.74
19383,002791.png,1242,375,Car,607.66,185.09,652.84,216.23
19384,002791.png,1242,375,Van,666.17,174.78,711.59,222.24
19385,002791.png,1242,375,Tram,532.14,167.40,604.56,202.50
19386,002791.png,1242,375,DontCare,10.82,205.11,113.32,231.28
19387,002791.png,1242,375,DontCare,179.01,181.18,295.09,224.17
19388,002791.png,1242,375,DontCare,393.77,178.59,509.21,204.76
19389,002791.png,1242,375,DontCare,732.73,170.18,1240.00,199.58
19390,002539.png,1242,375,Car,345.58,194.87,482.45,286.72
19391,002539.png,1242,375,Car,520.41,185.71,551.09,209.51
19392,002539.png,1242,375,Van,567.69,163.38,610.59,191.63
19393,002539.png,1242,375,Car,406.13,183.69,496.17,216.39
19394,007251.png,1242,375,Car,433.95,185.71,479.57,228.55
19395,005648.png,1242,375,Car,1148.09,140.23,1241.00,274.59
19396,005648.png,1242,375,Car,1028.00,156.20,1241.00,253.42
19397,005648.png,1242,375,Car,943.85,159.93,1110.76,236.31
19398,005648.png,1242,375,Car,990.20,186.62,1241.00,374.00
19399,005648.png,1242,375,Car,782.95,189.39,1065.79,354.18
19400,005648.png,1242,375,Car,0.00,181.35,407.30,374.00
19401,005648.png,1242,375,Van,303.75,139.37,494.89,280.36
19402,005648.png,1242,375,Car,891.51,158.84,1029.09,220.86
19403,005648.png,1242,375,Car,801.51,152.13,946.38,212.80
19404,005648.png,1242,375,Van,782.21,150.38,956.76,209.56
19405,005648.png,1242,375,Car,424.74,170.14,526.21,247.46
19406,005648.png,1242,375,Car,473.20,167.31,546.69,222.27
19407,005648.png,1242,375,Truck,608.30,122.16,694.97,203.92
19408,006671.png,1238,374,Car,557.18,172.16,590.50,197.74
19409,006671.png,1238,374,Car,615.02,169.86,639.32,191.65
19410,006671.png,1238,374,DontCare,637.72,169.36,658.54,177.71
19411,001879.png,1224,370,Pedestrian,380.23,154.46,416.23,236.74
19412,001879.png,1224,370,Pedestrian,399.97,156.01,435.97,234.87
19413,001879.png,1224,370,Van,703.82,157.58,855.81,227.93
19414,000414.png,1242,375,Car,429.86,175.69,656.81,263.79
19415,002930.png,1241,376,Car,581.53,175.32,620.23,210.61
19416,002930.png,1241,376,Van,0.00,91.41,134.22,338.73
19417,002930.png,1241,376,Car,97.07,185.72,293.82,276.98
19418,002930.png,1241,376,Misc,474.15,154.53,544.29,221.37
19419,002930.png,1241,376,Misc,294.34,108.50,497.59,284.76
19420,002930.png,1241,376,Truck,527.49,137.15,573.59,201.09
19421,000029.png,1242,375,Misc,490.15,174.98,542.09,227.70
19422,000029.png,1242,375,Car,652.31,174.94,690.16,204.97
19423,000029.png,1242,375,DontCare,590.54,172.05,602.07,183.37
19424,000029.png,1242,375,DontCare,576.03,172.59,588.41,188.39
19425,003278.png,1242,375,Car,0.00,204.78,250.77,374.00
19426,003278.png,1242,375,Car,202.03,178.53,265.00,209.54
19427,003278.png,1242,375,Car,254.46,177.08,315.60,204.72
19428,003278.png,1242,375,Car,531.32,178.90,563.66,203.00
19429,003278.png,1242,375,Car,443.17,170.65,521.27,233.61
19430,003278.png,1242,375,Car,588.14,174.38,626.03,212.12
19431,006286.png,1242,375,Car,588.41,171.50,615.45,198.23
19432,006286.png,1242,375,Car,66.35,180.65,258.15,274.54
19433,006286.png,1242,375,Van,405.31,170.09,455.27,205.21
19434,006286.png,1242,375,Car,543.82,172.08,570.80,197.71
19435,006286.png,1242,375,DontCare,12.69,186.48,66.89,211.52
19436,006286.png,1242,375,DontCare,477.27,175.02,504.39,191.73
19437,006286.png,1242,375,DontCare,514.77,171.90,527.31,196.94
19438,006286.png,1242,375,DontCare,611.65,164.60,645.02,193.81
19439,001339.png,1242,375,Car,984.32,203.17,1241.00,374.00
19440,001339.png,1242,375,Car,851.65,189.06,909.41,231.37
19441,006642.png,1242,375,Car,596.17,177.84,619.72,200.24
19442,006642.png,1242,375,Car,775.36,198.10,1113.55,374.00
19443,006642.png,1242,375,Car,717.46,183.12,881.85,294.92
19444,006642.png,1242,375,Car,552.63,180.37,578.45,201.80
19445,006642.png,1242,375,Car,677.81,180.95,745.56,234.49
19446,006642.png,1242,375,Car,658.11,175.33,717.18,223.84
19447,006642.png,1242,375,Car,641.04,175.60,676.99,204.27
19448,006642.png,1242,375,Car,437.22,184.14,487.71,203.26
19449,006642.png,1242,375,Car,366.84,185.55,423.61,205.50
19450,006642.png,1242,375,Pedestrian,719.23,165.65,734.23,211.45
19451,002226.png,1224,370,Pedestrian,951.32,154.48,1008.32,296.00
19452,004520.png,1242,375,Car,964.74,150.20,1241.00,374.00
19453,004520.png,1242,375,Car,0.00,215.13,223.18,374.00
19454,004520.png,1242,375,Car,679.63,182.43,805.73,267.00
19455,004520.png,1242,375,Car,399.50,190.96,483.78,246.67
19456,004520.png,1242,375,Car,643.24,183.32,701.02,229.99
19457,004520.png,1242,375,Car,456.82,182.63,514.20,227.72
19458,004520.png,1242,375,Car,494.64,184.39,529.89,212.93
19459,004520.png,1242,375,Cyclist,563.32,180.97,570.83,198.86
19460,004520.png,1242,375,Cyclist,570.39,181.10,577.60,198.03
19461,004520.png,1242,375,Car,623.83,180.95,658.52,211.18
19462,004520.png,1242,375,DontCare,594.79,180.21,600.58,194.74
19463,004520.png,1242,375,DontCare,543.36,184.09,555.94,195.70
19464,004520.png,1242,375,DontCare,604.49,179.24,619.01,188.91
19465,007027.png,1242,375,Car,705.61,180.40,916.70,314.07
19466,007027.png,1242,375,Car,595.89,169.66,708.40,218.50
19467,007027.png,1242,375,Car,794.15,162.81,928.39,222.78
19468,007027.png,1242,375,Car,893.03,163.61,1005.64,214.40
19469,007027.png,1242,375,Car,985.22,165.95,1069.11,206.81
19470,007027.png,1242,375,Car,1034.95,156.03,1129.28,202.70
19471,007027.png,1242,375,DontCare,1135.60,145.85,1214.81,197.97
19472,002194.png,1242,375,Car,586.40,183.37,641.66,228.75
19473,002194.png,1242,375,Car,32.35,184.89,296.73,364.68
19474,002194.png,1242,375,Car,195.79,180.20,412.06,297.53
19475,002194.png,1242,375,Car,353.36,180.70,498.23,241.26
19476,002194.png,1242,375,Car,397.95,178.23,511.36,232.09
19477,002194.png,1242,375,Car,440.53,179.64,530.08,217.31
19478,002194.png,1242,375,Van,458.38,156.81,560.37,211.36
19479,002194.png,1242,375,Car,896.31,160.21,1241.00,374.00
19480,002194.png,1242,375,Pedestrian,732.06,179.46,758.39,241.52
19481,002194.png,1242,375,Car,887.26,175.83,1083.05,250.36
19482,002194.png,1242,375,Car,591.94,179.40,626.40,210.84
19483,002194.png,1242,375,Car,0.00,183.80,198.56,288.29
19484,002194.png,1242,375,Van,1060.24,146.04,1241.00,254.59
19485,002194.png,1242,375,Car,192.41,172.23,290.89,216.36
19486,002194.png,1242,375,Truck,394.01,158.35,450.71,199.52
19487,002194.png,1242,375,DontCare,853.05,171.48,886.33,193.12
19488,006723.png,1242,375,Car,545.16,173.45,570.63,191.76
19489,006723.png,1242,375,Car,298.20,179.22,409.67,238.25
19490,006723.png,1242,375,Car,464.24,173.69,538.86,230.90
19491,006723.png,1242,375,Van,588.41,160.76,610.01,188.28
19492,006723.png,1242,375,Car,523.31,167.79,540.75,184.46
19493,002543.png,1242,375,Car,1043.23,206.28,1241.00,374.00
19494,002543.png,1242,375,Car,802.75,173.59,894.20,231.92
19495,002543.png,1242,375,Car,1019.56,167.39,1125.94,255.28
19496,002543.png,1242,375,Car,845.40,174.38,925.51,221.07
19497,002543.png,1242,375,Car,952.30,169.63,983.36,194.95
19498,002543.png,1242,375,DontCare,986.95,166.95,1016.35,191.18
19499,003947.png,1224,370,Pedestrian,261.64,146.35,351.97,314.67
19500,004959.png,1242,375,Car,0.00,183.12,289.49,320.71
19501,004959.png,1242,375,Car,157.01,162.39,394.94,267.90
19502,004959.png,1242,375,Car,716.59,188.76,900.57,311.65
19503,004959.png,1242,375,Car,663.05,178.41,739.53,239.96
19504,004959.png,1242,375,Car,310.20,180.24,469.71,237.17
19505,004959.png,1242,375,Car,650.56,184.81,705.28,224.01
19506,004959.png,1242,375,Car,640.97,179.01,677.94,212.90
19507,004959.png,1242,375,Car,449.41,175.42,514.84,211.83
19508,004959.png,1242,375,DontCare,501.23,180.23,585.65,199.02
19509,004959.png,1242,375,DontCare,596.02,177.10,636.69,192.77
19510,004025.png,1238,374,Car,387.46,177.73,530.87,275.75
19511,004025.png,1238,374,Car,495.62,174.88,559.61,222.95
19512,004025.png,1238,374,Car,599.25,168.07,642.71,207.70
19513,004025.png,1238,374,Car,561.18,165.60,595.36,196.46
19514,004025.png,1238,374,DontCare,650.90,163.29,664.41,171.96
19515,002378.png,1242,375,Car,0.00,186.59,319.96,374.00
19516,002378.png,1242,375,Car,949.76,216.70,1241.00,374.00
19517,002378.png,1242,375,Car,163.93,174.08,442.86,343.45
19518,002378.png,1242,375,Car,746.81,196.73,1060.64,374.00
19519,002378.png,1242,375,Car,429.73,170.10,516.15,238.41
19520,002378.png,1242,375,Car,678.54,176.83,750.15,227.25
19521,002378.png,1242,375,Car,487.54,173.02,549.18,217.68
19522,002378.png,1242,375,Car,651.79,171.93,682.57,199.20
19523,002378.png,1242,375,Van,642.40,157.62,671.65,190.96
19524,002378.png,1242,375,DontCare,562.60,164.36,597.83,187.29
19525,002378.png,1242,375,DontCare,624.15,164.60,646.07,184.43
19526,004078.png,1224,370,Car,832.50,191.01,1218.94,369.00
19527,004078.png,1224,370,Car,768.21,178.88,945.17,284.07
19528,004078.png,1224,370,Car,317.56,170.46,399.78,216.42
19529,004078.png,1224,370,Car,527.14,178.43,556.52,196.24
19530,004078.png,1224,370,Car,705.87,176.56,755.71,224.54
19531,004078.png,1224,370,Car,698.78,179.92,746.89,218.87
19532,004078.png,1224,370,Car,690.20,180.31,725.22,211.92
19533,004078.png,1224,370,Car,675.86,179.51,698.89,200.19
19534,004078.png,1224,370,DontCare,632.06,173.03,654.97,184.46
19535,001945.png,1242,375,Truck,589.34,162.02,622.03,197.43
19536,001945.png,1242,375,Cyclist,14.46,189.91,57.74,240.47
19537,001945.png,1242,375,Car,154.24,189.56,269.85,242.96
19538,001945.png,1242,375,Cyclist,731.83,160.33,764.64,222.55
19539,001945.png,1242,375,DontCare,422.23,176.65,548.66,203.47
19540,001945.png,1242,375,DontCare,552.27,179.19,583.56,191.73
19541,006203.png,1242,375,Car,596.42,176.10,676.41,238.22
19542,006203.png,1242,375,Car,324.19,181.24,375.27,212.06
19543,006203.png,1242,375,Car,404.45,180.97,452.58,211.73
19544,006203.png,1242,375,DontCare,482.48,170.85,521.06,177.14
19545,007024.png,1242,375,Car,461.89,180.00,540.68,237.00
19546,007024.png,1242,375,Car,566.59,158.48,588.47,181.05
19547,003349.png,1224,370,Pedestrian,334.02,158.16,403.70,301.84
19548,002502.png,1238,374,Pedestrian,108.43,193.39,306.91,373.00
19549,002502.png,1238,374,Car,990.23,176.49,1215.80,273.82
19550,002502.png,1238,374,DontCare,756.15,158.97,770.73,207.84
19551,005360.png,1242,375,Car,0.00,197.61,166.24,374.00
19552,005360.png,1242,375,Car,81.79,185.57,326.60,310.15
19553,005360.png,1242,375,Car,790.16,181.87,1132.91,374.00
19554,005360.png,1242,375,Car,467.83,175.44,523.83,203.81
19555,005360.png,1242,375,Pedestrian,673.78,168.20,688.60,204.71
19556,005360.png,1242,375,Car,554.17,172.12,615.17,192.82
19557,005360.png,1242,375,Car,346.80,178.13,418.49,202.48
19558,005360.png,1242,375,Car,658.39,172.46,723.47,192.18
19559,005360.png,1242,375,Truck,569.41,149.55,650.43,191.61
19560,003631.png,1242,375,Car,237.55,193.50,272.32,222.41
19561,003631.png,1242,375,DontCare,76.16,188.29,105.56,208.64
19562,003631.png,1242,375,DontCare,169.30,187.00,187.06,200.23
19563,005321.png,1241,376,Car,571.58,177.46,615.59,217.58
19564,005321.png,1241,376,Car,0.00,178.92,377.44,375.00
19565,005321.png,1241,376,Car,0.00,193.22,150.14,323.90
19566,005321.png,1241,376,Car,279.99,176.99,386.02,238.57
19567,005321.png,1241,376,Car,409.24,183.08,504.98,247.33
19568,005321.png,1241,376,Car,371.21,181.84,441.29,221.96
19569,005321.png,1241,376,Car,496.18,183.47,546.44,218.38
19570,005321.png,1241,376,Car,464.51,180.41,500.54,204.26
19571,005321.png,1241,376,Van,534.15,164.25,561.67,197.21
19572,005321.png,1241,376,Car,0.00,186.01,168.60,261.83
19573,005321.png,1241,376,Car,171.93,183.98,280.16,233.53
19574,005707.png,1242,375,Car,603.72,174.67,647.01,218.14
19575,005707.png,1242,375,Car,65.43,199.13,408.74,374.00
19576,005707.png,1242,375,Car,353.08,185.63,476.80,270.26
19577,005707.png,1242,375,Car,465.40,180.67,528.55,221.31
19578,005707.png,1242,375,Car,517.59,173.51,553.34,200.48
19579,005707.png,1242,375,DontCare,581.04,162.92,602.80,184.30
19580,005707.png,1242,375,DontCare,595.75,150.58,618.08,167.08
19581,003788.png,1242,375,Car,586.42,174.54,606.84,190.72
19582,003788.png,1242,375,Car,561.70,172.88,579.66,187.61
19583,003788.png,1242,375,DontCare,532.85,164.36,544.79,172.42
19584,003788.png,1242,375,DontCare,585.89,161.13,613.35,173.07
19585,007320.png,1224,370,Pedestrian,565.76,156.24,626.41,298.93
19586,006538.png,1242,375,Car,220.40,194.10,385.21,287.02
19587,006538.png,1242,375,Car,0.00,198.50,86.07,310.50
19588,006538.png,1242,375,Car,55.79,195.61,242.05,274.78
19589,006538.png,1242,375,Car,212.29,188.69,337.39,242.11
19590,006538.png,1242,375,Car,657.83,176.23,689.85,203.46
19591,006538.png,1242,375,Car,622.17,171.56,656.21,197.99
19592,006538.png,1242,375,DontCare,881.44,141.69,1240.00,203.19
19593,006538.png,1242,375,DontCare,719.98,165.65,754.40,181.32
19594,006538.png,1242,375,DontCare,418.94,180.23,466.90,194.85
19595,006538.png,1242,375,DontCare,559.56,176.06,592.93,186.52
19596,005311.png,1242,375,Pedestrian,87.04,163.66,103.04,215.96
19597,005311.png,1242,375,Pedestrian,521.14,161.40,532.14,197.32
19598,005311.png,1242,375,Car,467.63,155.96,520.57,196.88
19599,005311.png,1242,375,Car,503.44,163.54,556.56,194.05
19600,005311.png,1242,375,Car,549.55,164.38,612.58,190.95
19601,005311.png,1242,375,Van,693.67,154.99,756.76,189.13
19602,005311.png,1242,375,Car,728.85,161.49,776.53,184.65
19603,005311.png,1242,375,Car,767.20,160.18,819.45,184.83
19604,005311.png,1242,375,Car,794.74,164.56,854.99,184.24
19605,005311.png,1242,375,Car,831.84,164.79,876.67,184.63
19606,005311.png,1242,375,Car,854.01,165.45,903.40,184.22
19607,005311.png,1242,375,Car,876.68,163.65,934.74,183.24
19608,005311.png,1242,375,Van,921.88,153.14,984.13,180.67
19609,005311.png,1242,375,Car,949.53,160.75,1005.56,179.53
19610,005311.png,1242,375,Car,974.38,161.93,1023.51,179.11
19611,005311.png,1242,375,DontCare,376.23,150.02,602.31,164.65
19612,005311.png,1242,375,DontCare,1027.30,155.23,1131.51,176.10
19613,003341.png,1241,376,Car,569.25,174.30,656.76,254.00
19614,003341.png,1241,376,Car,0.00,189.58,199.45,375.00
19615,003341.png,1241,376,Car,341.46,186.38,455.61,255.90
19616,003341.png,1241,376,Car,253.88,181.90,368.23,240.55
19617,003341.png,1241,376,Car,440.66,180.87,512.17,227.09
19618,003341.png,1241,376,Misc,473.03,131.32,552.20,211.57
19619,003341.png,1241,376,Misc,540.51,150.55,571.58,192.60
19620,003341.png,1241,376,Car,0.00,185.94,92.11,265.09
19621,003341.png,1241,376,Car,92.22,182.52,227.06,239.21
19622,003341.png,1241,376,Van,363.22,170.26,417.52,205.89
19623,003341.png,1241,376,Car,627.50,180.68,657.54,199.74
19624,003341.png,1241,376,Car,680.29,182.24,702.25,196.73
19625,001867.png,1242,375,Car,0.00,184.99,301.76,374.00
19626,001867.png,1242,375,Car,867.24,207.12,1241.00,374.00
19627,001867.png,1242,375,Car,694.62,183.25,824.53,270.59
19628,001867.png,1242,375,Car,381.45,182.87,501.05,263.90
19629,001867.png,1242,375,Car,672.15,179.79,748.54,234.79
19630,001867.png,1242,375,Car,659.26,176.02,719.76,221.17
19631,001867.png,1242,375,Car,776.87,165.28,864.85,196.73
19632,002213.png,1242,375,Misc,494.03,175.48,543.10,225.55
19633,002213.png,1242,375,Car,649.86,174.73,686.55,203.88
19634,002213.png,1242,375,DontCare,571.01,168.89,606.88,187.94
19635,003698.png,1242,375,Car,570.10,176.79,620.37,225.45
19636,003698.png,1242,375,Car,134.25,193.93,408.95,350.32
19637,003698.png,1242,375,Van,809.89,166.09,853.26,190.60
19638,003698.png,1242,375,Truck,846.98,156.57,911.07,191.96
19639,003698.png,1242,375,DontCare,766.37,168.24,803.54,184.71
19640,003698.png,1242,375,DontCare,696.51,172.77,705.86,184.06
19641,006103.png,1242,375,Car,418.94,190.23,522.64,268.39
19642,006103.png,1242,375,Car,671.89,183.20,749.11,241.72
19643,006103.png,1242,375,Car,460.25,185.20,535.75,243.46
19644,006103.png,1242,375,Car,526.17,181.94,566.04,216.34
19645,006103.png,1242,375,Car,631.46,178.92,654.62,199.28
19646,006103.png,1242,375,DontCare,557.48,176.06,605.44,205.27
19647,006103.png,1242,375,DontCare,611.65,176.06,640.86,193.81
19648,001177.png,1242,375,Truck,1115.04,28.19,1241.00,374.00
19649,001177.png,1242,375,Cyclist,807.74,161.96,840.09,220.84
19650,001177.png,1242,375,Car,358.07,183.23,412.27,210.05
19651,001177.png,1242,375,DontCare,509.56,168.89,614.65,187.94
19652,001048.png,1242,375,Car,0.00,198.65,163.58,325.03
19653,001048.png,1242,375,Car,438.85,181.40,499.23,220.30
19654,001048.png,1242,375,Car,101.90,191.83,281.64,274.37
19655,001048.png,1242,375,Car,251.21,188.69,353.21,239.70
19656,001048.png,1242,375,Car,319.56,183.70,407.50,223.52
19657,001048.png,1242,375,Car,659.22,172.64,689.28,197.22
19658,001048.png,1242,375,DontCare,629.88,163.07,656.05,192.47
19659,001048.png,1242,375,DontCare,693.92,158.54,756.96,188.59
19660,001048.png,1242,375,DontCare,854.35,111.32,1240.00,174.36
19661,002847.png,1241,376,Car,574.56,173.74,610.84,206.81
19662,002847.png,1241,376,Car,0.00,209.00,55.20,311.80
19663,002847.png,1241,376,Car,168.99,190.57,398.93,318.40
19664,002847.png,1241,376,Car,201.40,176.85,332.23,247.97
19665,002847.png,1241,376,Car,382.81,182.49,477.75,240.62
19666,002847.png,1241,376,Car,462.69,182.22,516.56,218.00
19667,002847.png,1241,376,Misc,512.85,167.19,547.29,204.67
19668,002847.png,1241,376,Van,0.00,160.40,144.14,265.02
19669,002847.png,1241,376,DontCare,0.00,265.06,37.13,308.66
19670,002847.png,1241,376,DontCare,147.19,158.41,215.35,186.50
19671,002847.png,1241,376,DontCare,456.80,165.52,508.16,180.03
19672,002847.png,1241,376,DontCare,551.81,166.82,563.74,187.15
19673,007040.png,1242,375,Car,610.88,190.05,627.97,205.93
19674,005102.png,1242,375,Car,1018.70,207.45,1241.00,374.00
19675,005102.png,1242,375,Car,0.00,187.10,229.50,281.79
19676,005102.png,1242,375,Pedestrian,392.56,168.71,414.89,239.53
19677,005102.png,1242,375,Cyclist,1000.49,165.07,1146.93,264.20
19678,005102.png,1242,375,Car,519.39,171.16,621.02,212.26
19679,005102.png,1242,375,Car,768.93,169.19,873.31,200.60
19680,005102.png,1242,375,Van,1038.66,156.93,1148.44,197.64
19681,005102.png,1242,375,Car,593.76,174.19,656.64,202.48
19682,005102.png,1242,375,Car,266.29,179.26,362.86,214.59
19683,005102.png,1242,375,Car,567.66,177.11,593.53,194.72
19684,005102.png,1242,375,Car,524.58,176.94,555.04,195.00
19685,005102.png,1242,375,DontCare,729.35,170.85,740.85,180.27
19686,005102.png,1242,375,DontCare,671.02,172.94,683.56,182.36
19687,000405.png,1242,375,Car,518.59,165.50,740.72,374.00
19688,000405.png,1242,375,Car,15.32,203.53,117.08,234.22
19689,000405.png,1242,375,Car,377.23,185.17,418.37,205.13
19690,000405.png,1242,375,Car,172.64,193.99,243.81,223.58
19691,000405.png,1242,375,Car,335.17,187.99,374.53,208.15
19692,000405.png,1242,375,Car,425.60,181.13,464.07,201.12
19693,000405.png,1242,375,DontCare,264.77,184.40,329.39,208.40
19694,000405.png,1242,375,DontCare,444.98,176.06,483.56,188.60
19695,000405.png,1242,375,DontCare,121.02,193.77,157.52,217.77
19696,000198.png,1242,375,Car,144.26,188.28,363.98,306.89
19697,000198.png,1242,375,Car,335.12,175.34,437.06,241.01
19698,000198.png,1242,375,Van,1210.51,113.56,1241.00,331.99
19699,004756.png,1241,376,Car,553.71,173.32,628.58,241.60
19700,004756.png,1241,376,Truck,25.82,0.00,436.95,375.00
19701,004756.png,1241,376,Car,388.90,188.92,505.05,262.60
19702,004756.png,1241,376,Car,455.55,178.93,530.23,231.36
19703,004756.png,1241,376,Car,491.94,174.43,545.28,218.33
19704,004756.png,1241,376,Car,414.06,175.37,465.34,211.76
19705,004756.png,1241,376,Car,520.54,175.24,559.94,208.68
19706,002939.png,1242,375,Car,601.12,175.65,661.55,234.02
19707,002939.png,1242,375,Car,726.57,181.51,825.87,252.27
19708,002939.png,1242,375,Misc,967.67,145.06,1009.09,187.97
19709,002939.png,1242,375,Pedestrian,752.06,173.35,773.39,255.41
19710,002939.png,1242,375,Car,1119.24,161.98,1241.00,207.58
19711,002939.png,1242,375,DontCare,717.85,157.24,767.95,175.00
19712,007363.png,1242,375,Car,195.46,173.70,260.04,203.60
19713,007363.png,1242,375,Car,257.72,171.06,310.26,198.22
19714,007363.png,1242,375,Car,306.05,172.75,343.12,194.16
19715,007363.png,1242,375,Car,585.30,171.63,640.46,226.60
19716,007363.png,1242,375,Cyclist,738.24,175.93,748.57,198.87
19717,007363.png,1242,375,DontCare,435.60,166.69,507.52,182.36
19718,007363.png,1242,375,DontCare,546.02,163.56,573.14,181.31
19719,005703.png,1242,375,Car,190.13,185.87,276.61,239.43
19720,005703.png,1242,375,Car,101.89,184.21,180.73,242.61
19721,005703.png,1242,375,Van,0.00,175.66,133.99,292.92
19722,005703.png,1242,375,DontCare,260.60,178.15,379.39,215.69
19723,002548.png,1238,374,Pedestrian,568.15,172.03,592.63,224.98
19724,002548.png,1238,374,Tram,327.25,127.80,483.11,213.61
19725,002548.png,1238,374,Tram,471.76,126.94,549.26,205.78
19726,002548.png,1238,374,Tram,534.11,122.14,775.56,198.97
19727,002548.png,1238,374,Person_sitting,1220.49,239.72,1237.00,373.00
19728,002548.png,1238,374,Person_sitting,1067.51,217.41,1214.33,373.00
19729,002548.png,1238,374,Person_sitting,800.47,203.69,881.37,318.77
19730,002548.png,1238,374,Person_sitting,848.03,200.94,928.83,315.54
19731,002548.png,1238,374,Person_sitting,768.26,206.50,842.49,301.63
19732,002548.png,1238,374,Person_sitting,827.45,196.89,882.18,297.97
19733,002302.png,1242,375,Car,575.50,177.69,619.27,219.34
19734,002302.png,1242,375,Car,593.89,172.16,628.83,208.60
19735,002302.png,1242,375,Car,702.20,166.31,844.86,279.17
19736,002302.png,1242,375,Car,678.26,177.08,745.66,233.45
19737,002302.png,1242,375,Car,647.97,174.56,682.98,206.65
19738,002302.png,1242,375,DontCare,455.22,177.30,475.57,189.88
19739,002495.png,1242,375,Car,824.89,182.48,1241.00,374.00
19740,002495.png,1242,375,Car,306.28,182.09,484.39,303.73
19741,002495.png,1242,375,Car,713.08,179.21,864.94,283.33
19742,002495.png,1242,375,Car,435.53,182.66,516.24,237.53
19743,002495.png,1242,375,Car,669.03,178.61,741.15,235.55
19744,002495.png,1242,375,Car,642.82,175.47,688.71,212.23
19745,002495.png,1242,375,Car,447.29,173.77,522.17,209.37
19746,002495.png,1242,375,Misc,632.34,147.07,680.84,205.65
19747,002495.png,1242,375,DontCare,547.73,170.83,594.60,191.82
19748,002495.png,1242,375,DontCare,617.90,171.90,640.86,189.65
19749,003424.png,1242,375,Car,343.56,183.43,461.83,222.70
19750,003424.png,1242,375,DontCare,470.75,179.24,491.74,191.82
19751,003424.png,1242,375,DontCare,35.40,178.59,97.15,253.27
19752,003424.png,1242,375,DontCare,522.50,179.24,566.13,195.06
19753,003424.png,1242,375,DontCare,594.30,174.06,655.40,191.82
19754,007379.png,1242,375,Car,569.01,178.30,623.39,230.93
19755,007379.png,1242,375,Car,223.63,184.74,374.24,278.65
19756,007379.png,1242,375,Car,493.20,176.34,529.48,201.69
19757,007379.png,1242,375,Car,634.54,169.55,650.79,184.03
19758,007379.png,1242,375,Car,1135.03,156.26,1241.00,203.46
19759,007379.png,1242,375,DontCare,676.23,152.10,815.85,180.27
19760,006721.png,1242,375,Car,574.50,177.83,631.23,223.94
19761,006721.png,1242,375,Car,117.89,187.45,382.34,331.70
19762,006721.png,1242,375,Car,214.32,180.18,427.26,282.18
19763,006721.png,1242,375,Car,363.08,180.55,487.20,235.36
19764,006721.png,1242,375,Car,423.92,175.73,524.84,219.72
19765,006721.png,1242,375,Car,497.53,174.11,568.24,203.61
19766,006721.png,1242,375,Van,820.19,0.93,1241.00,374.00
19767,006721.png,1242,375,Car,757.28,184.27,945.35,293.44
19768,006721.png,1242,375,Car,669.79,181.65,722.44,218.91
19769,006721.png,1242,375,Van,640.49,163.88,676.19,200.80
19770,006721.png,1242,375,Car,590.33,176.42,627.08,209.95
19771,006721.png,1242,375,Van,0.00,129.70,135.74,294.83
19772,006721.png,1242,375,Car,38.85,181.77,161.50,229.74
19773,006721.png,1242,375,Car,222.42,178.33,303.86,211.17
19774,005494.png,1242,375,Car,850.49,185.29,956.40,256.70
19775,005494.png,1242,375,Car,210.80,164.53,469.20,291.29
