,0,1,2,3,4,5
1898,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_108.jpg,0,221,11,199,1
1899,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_109.jpg,0,144,67,146,18
1900,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_11.jpg,0,93,73,107,82
1901,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_110.jpg,0,195,50,186,0
1902,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_111.jpg,0,157,71,129,26
1903,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_112.jpg,0,188,55,195,16
1904,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_113.jpg,0,171,92,121,9
1905,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_114.jpg,0,129,65,126,45
1906,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_115.jpg,0,190,48,142,22
1907,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_116.jpg,0,97,22,104,16
1908,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_117.jpg,0,176,51,123,24
1909,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_118.jpg,0,170,65,182,28
1910,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_119.jpg,0,185,52,208,24
1911,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_12.jpg,0,153,61,171,13
1912,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_120.jpg,0,155,73,144,54
1913,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_121.jpg,0,136,72,124,35
1914,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_122.jpg,0,153,64,191,8
1915,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_123.jpg,0,60,8,61,13
1916,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_124.jpg,0,143,67,138,35
1917,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_125.jpg,0,63,8,64,16
1918,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_126.jpg,0,65,12,65,15
1919,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_127.jpg,0,173,11,165,12
1920,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_128.jpg,0,174,61,212,141
1921,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_129.jpg,0,170,94,87,30
1922,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_13.jpg,0,176,73,72,7
1923,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_130.jpg,0,91,44,89,31
1924,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_131.jpg,0,169,60,165,18
1925,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_132.jpg,0,159,56,167,43
1926,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_133.jpg,0,88,47,80,36
1927,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_134.jpg,0,159,46,191,45
1928,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_135.jpg,0,172,23,149,17
1929,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_136.jpg,0,86,38,55,13
1930,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_137.jpg,0,181,45,199,18
1931,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_138.jpg,0,123,77,67,15
1932,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_139.jpg,0,197,49,203,20
1933,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_14.jpg,0,185,10,199,11
1934,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_140.jpg,0,100,41,116,38
1935,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_141.jpg,0,114,44,140,54
1936,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_142.jpg,0,199,148,133,48
1937,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_143.jpg,0,141,49,197,99
1938,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_144.jpg,0,120,76,108,47
1939,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_145.jpg,0,146,100,101,36
1940,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_146.jpg,0,160,111,127,41
1941,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_147.jpg,0,72,20,82,24
1942,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_148.jpg,0,170,120,58,11
1943,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_149.jpg,0,169,54,218,15
1944,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_15.jpg,0,172,123,70,22
1945,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_150.jpg,0,180,41,213,10
1946,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_151.jpg,0,179,50,121,15
1947,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_152.jpg,0,195,22,160,19
1948,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_153.jpg,0,194,17,162,12
1949,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_154.jpg,0,162,77,184,32
1950,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_155.jpg,0,165,60,197,57
1951,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_156.jpg,0,223,12,167,21
1952,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_157.jpg,0,141,78,99,25
1953,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_158.jpg,0,121,46,198,118
1954,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_159.jpg,0,185,17,197,8
1955,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_16.jpg,0,166,53,135,13
1956,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_160.jpg,0,199,35,141,30
1957,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_161.jpg,0,182,78,109,20
1958,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_162.jpg,0,175,1,199,5
1959,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_163.jpg,0,188,6,180,47
1960,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_164.jpg,0,218,45,203,19
1961,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_165.jpg,0,112,54,113,11
1962,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_166.jpg,0,107,18,134,13
1963,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_167.jpg,0,170,122,163,117
1964,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_168.jpg,0,187,128,157,83
1965,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_169.jpg,0,105,57,115,51
1966,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_17.jpg,0,145,86,155,90
1967,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_170.jpg,0,190,147,115,47
1968,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_171.jpg,0,144,9,203,3
1969,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_172.jpg,0,127,12,152,9
1970,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_173.jpg,0,119,51,100,8
1971,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_174.jpg,0,138,81,109,24
1972,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_175.jpg,0,123,48,124,32
1973,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_176.jpg,0,115,44,98,15
1974,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_177.jpg,0,109,39,98,14
1975,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_178.jpg,0,193,99,73,21
1976,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_179.jpg,0,219,0,186,9
1977,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_18.jpg,0,172,103,161,119
1978,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_180.jpg,0,170,69,127,49
1979,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_181.jpg,0,130,56,90,49
1980,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_182.jpg,0,209,30,171,27
1981,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_183.jpg,0,167,101,120,46
1982,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_184.jpg,0,121,86,95,41
1983,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_185.jpg,0,132,67,86,13
1984,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_186.jpg,0,98,33,129,53
1985,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_187.jpg,0,215,11,142,25
1986,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_188.jpg,0,206,30,177,14
1987,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_189.jpg,0,152,70,116,10
1988,C:\Users\mayank\Documents\Datasets\single_object_detection\images\leonberger_190.jpg,0,166,68,195,129
1989,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_1.jpg,1,166,79,67,6
1990,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_10.jpg,1,160,36,112,19
1991,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_100.jpg,1,133,39,148,9
1992,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_101.jpg,1,146,67,94,12
1993,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_102.jpg,1,189,109,133,69
1994,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_103.jpg,1,170,77,148,37
1995,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_104.jpg,1,102,56,96,32
1996,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_105.jpg,1,148,11,186,0
1997,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_106.jpg,1,160,97,130,16
1998,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_107.jpg,1,153,107,86,10
1999,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_108.jpg,1,146,70,121,11
2000,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_109.jpg,1,193,127,114,0
2001,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_110.jpg,1,144,34,140,21
2002,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_111.jpg,1,213,43,108,0
2003,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_112.jpg,1,153,75,121,46
2004,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_115.jpg,1,183,14,134,0
2005,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_116.jpg,1,100,68,104,51
2006,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_117.jpg,1,138,98,124,63
2007,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_119.jpg,1,178,115,102,8
2008,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_121.jpg,1,132,93,91,34
2009,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_123.jpg,1,99,56,112,51
2010,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_124.jpg,1,141,12,103,1
2011,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_126.jpg,1,177,55,121,4
2012,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_127.jpg,1,123,72,99,25
2013,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_128.jpg,1,137,69,87,29
2014,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_129.jpg,1,127,58,125,19
2015,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_13.jpg,1,170,103,131,17
2016,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_131.jpg,1,170,100,165,46
2017,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_132.jpg,1,158,64,149,4
2018,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_133.jpg,1,97,34,81,11
2019,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_134.jpg,1,130,59,74,18
2020,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_135.jpg,1,123,30,179,22
2021,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_136.jpg,1,133,53,112,40
2022,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_137.jpg,1,119,71,110,36
2023,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_138.jpg,1,152,41,163,83
2024,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_139.jpg,1,182,145,67,14
2025,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_14.jpg,1,99,60,108,45
2026,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_140.jpg,1,91,64,93,55
2027,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_141.jpg,1,167,126,78,23
2028,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_142.jpg,1,151,109,86,39
2029,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_143.jpg,1,184,50,130,34
2030,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_144.jpg,1,202,54,148,8
2031,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_145.jpg,1,162,41,129,50
2032,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_146.jpg,1,170,77,149,62
2033,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_147.jpg,1,164,130,89,34
2034,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_148.jpg,1,164,131,128,70
2035,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_149.jpg,1,165,65,114,47
2036,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_150.jpg,1,142,114,104,64
2037,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_151.jpg,1,149,51,128,56
2038,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_152.jpg,1,149,70,125,14
2039,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_153.jpg,1,128,71,141,61
2040,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_154.jpg,1,170,68,176,11
2041,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_155.jpg,1,100,33,144,39
2042,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_157.jpg,1,158,75,61,0
2043,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_158.jpg,1,118,39,153,14
2044,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_159.jpg,1,140,93,92,20
2045,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_16.jpg,1,141,111,57,6
2046,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_160.jpg,1,138,86,142,59
2047,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_161.jpg,1,159,73,158,20
2048,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_162.jpg,1,145,24,161,58
2049,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_163.jpg,1,132,54,81,12
2050,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_164.jpg,1,135,101,89,32
2051,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_167.jpg,1,137,74,105,20
2052,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_168.jpg,1,179,108,100,18
2053,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_169.jpg,1,160,72,130,2
2054,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_17.jpg,1,121,41,126,23
2055,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_170.jpg,1,177,18,133,5
2056,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_171.jpg,1,142,81,91,12
2057,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_173.jpg,1,188,42,137,37
2058,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_174.jpg,1,153,86,73,16
2059,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_175.jpg,1,162,60,91,6
2060,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_176.jpg,1,140,16,107,8
2061,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_18.jpg,1,165,33,135,53
2062,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_180.jpg,1,92,38,126,39
2063,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_182.jpg,1,160,46,117,34
2064,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_184.jpg,1,190,86,89,12
2065,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_186.jpg,1,169,51,88,7
2066,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_187.jpg,1,164,83,107,42
2067,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_189.jpg,1,177,63,191,0
2068,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_19.jpg,1,139,97,85,32
2069,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_191.jpg,1,171,63,147,36
2070,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_192.jpg,1,191,151,104,15
2071,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_193.jpg,1,172,99,137,4
2072,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_194.jpg,1,140,65,86,25
2073,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_195.jpg,1,147,90,135,49
2074,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_196.jpg,1,119,58,53,13
2075,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_197.jpg,1,147,61,84,23
2076,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_201.jpg,1,134,40,86,17
2077,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_203.jpg,1,160,65,82,15
2078,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_204.jpg,1,187,25,145,8
2079,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_205.jpg,1,143,76,110,58
2080,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_206.jpg,1,147,74,112,54
2081,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_207.jpg,1,168,111,107,6
2082,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_208.jpg,1,170,78,172,29
2083,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_210.jpg,1,147,79,134,23
2084,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_211.jpg,1,175,78,100,11
2085,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_213.jpg,1,174,36,133,16
2086,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_214.jpg,1,133,93,79,13
2087,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_217.jpg,1,168,61,140,20
2088,C:\Users\mayank\Documents\Datasets\single_object_detection\images\Maine_Coon_219.jpg,1,106,58,80,5
2089,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_10.jpg,0,203,47,183,33
2090,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_100.jpg,0,120,35,159,0
2091,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_101.jpg,0,132,67,86,9
2092,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_102.jpg,0,179,105,129,12
2093,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_103.jpg,0,159,105,117,30
2094,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_104.jpg,0,165,76,168,41
2095,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_105.jpg,0,177,22,207,24
2096,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_106.jpg,0,155,42,195,22
2097,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_107.jpg,0,189,127,113,64
2098,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_108.jpg,0,152,33,188,8
2099,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_109.jpg,0,161,97,123,17
2100,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_11.jpg,0,172,35,182,7
2101,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_110.jpg,0,163,97,109,4
2102,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_111.jpg,0,157,62,116,4
2103,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_112.jpg,0,122,90,103,50
2104,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_113.jpg,0,190,64,149,47
2105,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_114.jpg,0,139,64,106,0
2106,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_115.jpg,0,196,132,170,4
2107,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_116.jpg,0,159,70,128,51
2108,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_117.jpg,0,169,45,140,25
2109,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_118.jpg,0,183,76,98,0
2110,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_119.jpg,0,127,20,123,17
2111,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_12.jpg,0,150,75,129,14
2112,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_120.jpg,0,153,67,115,0
2113,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_121.jpg,0,138,87,113,24
2114,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_122.jpg,0,120,50,119,24
2115,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_123.jpg,0,200,32,106,29
2116,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_124.jpg,0,143,33,163,67
2117,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_125.jpg,0,115,76,126,78
2118,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_126.jpg,0,179,41,138,61
2119,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_127.jpg,0,168,85,144,28
2120,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_128.jpg,0,114,50,76,6
2121,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_129.jpg,0,137,103,129,64
2122,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_13.jpg,0,126,59,108,51
2123,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_130.jpg,0,145,91,115,26
2124,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_131.jpg,0,145,81,150,42
2125,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_132.jpg,0,125,62,171,16
2126,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_133.jpg,0,170,97,155,0
2127,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_134.jpg,0,172,75,129,34
2128,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_135.jpg,0,170,61,163,32
2129,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_136.jpg,0,135,81,108,37
2130,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_137.jpg,0,153,10,123,9
2131,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_138.jpg,0,129,35,151,1
2132,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_139.jpg,0,143,65,87,10
2133,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_14.jpg,0,186,109,165,86
2134,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_140.jpg,0,215,171,200,104
2135,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_141.jpg,0,147,66,112,67
2136,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_142.jpg,0,151,49,130,44
2137,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_143.jpg,0,207,52,176,31
2138,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_144.jpg,0,129,60,108,0
2139,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_145.jpg,0,215,69,191,49
2140,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_146.jpg,0,186,94,152,0
2141,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_147.jpg,0,142,67,100,34
2142,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_148.jpg,0,142,77,129,59
2143,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_149.jpg,0,185,132,108,41
2144,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_15.jpg,0,199,129,143,13
2145,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_150.jpg,0,160,98,154,58
2146,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_151.jpg,0,149,54,185,17
2147,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_152.jpg,0,164,97,121,20
2148,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_153.jpg,0,187,25,133,21
2149,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_154.jpg,0,163,70,88,4
2150,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_155.jpg,0,169,6,150,1
2151,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_156.jpg,0,147,71,144,9
2152,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_157.jpg,0,208,26,132,9
2153,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_158.jpg,0,201,104,162,38
2154,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_159.jpg,0,149,100,96,10
2155,C:\Users\mayank\Documents\Datasets\single_object_detection\images\miniature_pinscher_16.jpg,0,159,88,126,88
